,0
0,184625.3323369941
1,184666.26027923764
2,184620.17165987493
3,184690.8842855495
4,184678.1718913735
5,184574.06425727173
6,184715.07512668168
7,184570.87325853048
8,184703.1161728263
9,184646.81522671785
10,184649.27637122953
11,184607.85810861923
12,184697.78777789275
13,184671.95411024537
14,184645.10595547516
15,184667.27855724198
16,184657.14641773913
17,184678.44226293545
18,184725.62758933232
19,184725.86005890017
20,184696.5247166717
21,184740.07243083417
22,184667.16796233217
23,184695.46661208165
24,184717.31231117077
25,184643.62872479635
26,184692.2797295925
27,184736.13117285733
28,184701.7029184267
29,184718.44384205466
30,184708.86008355828
31,184719.89357921435
32,184648.57932577585
33,184675.8805140582
34,184635.3916062616
35,184703.6142958588
36,184716.8609816334
37,184667.67693907136
38,184757.7863308265
39,184739.6756644328
40,184645.10525612868
41,184698.97702455916
42,184722.87294322826
43,184694.00031880484
44,184690.69839468008
45,184721.71596813624
46,184744.87604228372
47,184719.84617511035
48,184700.11481097128
49,184753.88520958033
50,184763.5769161405
51,184651.54074740247
52,184703.91184387705
53,184659.62152430206
54,184707.7043764773
55,184697.44897582466
56,184708.2490826104
57,184692.40625936995
58,184727.76892896506
59,184681.80922029956
60,184757.58295934333
61,184739.68020229368
62,184666.17941921166
63,184734.0808702931
64,184729.97933796383
65,184618.5272724525
66,184731.52614202388
67,184719.1929054428
68,184742.79501820428
69,184747.0411235396
70,184693.52954083192
71,184738.67103139483
72,184710.62452844883
73,184740.9482731323
74,184734.52351067527
75,184695.96367795323
76,184713.01431983558
77,184729.69291676985
78,184740.23866280649
79,184673.461415797
80,184695.47057948823
81,184709.6719304463
82,184700.22009419044
83,184748.26937558828
84,184712.0453619704
85,184749.61971199585
86,184734.36624458953
87,184762.95525347756
88,184732.53382069082
89,184718.67291884744
90,184707.45330136703
91,184746.02907472305
92,184760.2694215145
93,184747.06840912075
94,184679.61224301974
95,184730.4245670406
96,184765.23660995148
97,184652.1562541237
98,184724.49740856688
99,184778.48286152896
100,184754.87151546942
101,184756.7801341325
102,184790.8444494907
103,184748.86081225448
104,184777.6709783443
105,184779.30060418803
106,184750.82959303388
107,184750.60415203238
108,184769.04369936965
109,184790.88522901022
110,184769.48015707335
111,184751.5306079583
112,184795.58391830255
113,184770.08716972044
114,184788.38816899058
115,184779.9385946257
116,184777.3078021465
117,184781.457113261
118,184775.84825452077
119,184761.68133009083
120,184785.10224267596
121,184766.39349484388
122,184785.8522814823
123,184783.53147230155
124,184757.21836935155
125,184756.45845044125
126,184783.3211179603
127,184739.1129531444
128,184784.44479696816
129,184752.64626523363
130,184759.24493343348
131,184800.89636062345
132,184718.97085997555
133,184808.4965283251
134,184781.78983574887
135,184768.45078221697
136,184751.86866556783
137,184746.85440215093
138,184763.1096392858
139,184747.9635096848
140,184762.12839213238
141,184771.50886014372
142,184773.23137410198
143,184739.10275359676
144,184771.39557844866
145,184768.2742261082
146,184756.06175733675
147,184736.09656901527
148,184726.4592450925
149,184784.05990438396
150,184744.82352610165
151,184766.64380479348
152,184749.68157906443
153,184750.53443806144
154,184737.2295796613
155,184741.36048375667
156,184761.33212191207
157,184691.1709897474
158,184756.7509698324
159,184770.24479025844
160,184764.92823609314
161,184776.6848167382
162,184697.07966183443
163,184756.47813060018
164,184752.4837481803
165,184779.37014514336
166,184773.49068975914
167,184753.42388108736
168,184742.14211440613
169,184758.0891068109
170,184749.86291747424
171,184739.3647657387
172,184755.9191210176
173,184760.72471555995
174,184762.22093687626
175,184752.53378439162
176,184775.88377232186
177,184776.56424402996
178,184726.10032489334
179,184751.19396590177
180,184768.59170657024
181,184786.0845496184
182,184745.53419102824
183,184749.2701034133
184,184790.30810521418
185,184744.67897347143
186,184736.99938499535
187,184750.65279915696
188,184764.68420895655
189,184765.94129339032
190,184791.5180755089
191,184783.15405085427
192,184767.50345466507
193,184761.89749090074
194,184789.8822281699
195,184782.07228155076
196,184787.05485615137
197,184751.50079856883
