,0
0,85303.70318722313
1,85680.0758963052
2,86033.60852127997
3,85620.63842243853
4,86115.8667627444
5,85767.3551628484
6,86154.23696835563
7,86221.69050055473
8,86102.8109871884
9,86140.02678930145
10,86289.11798306822
11,86619.32542274619
12,86155.15627225464
13,86006.668184881
14,85853.29700918049
15,86329.18103158505
16,86218.46367846701
17,86368.52354652846
18,86447.87866817012
19,86158.18660598499
20,86124.82734646494
21,86381.94597991565
22,86355.96136015227
23,86057.21863644164
24,86114.77009235839
25,85911.95912038455
26,86278.70385236989
27,86200.7481985703
28,86277.36749929338
29,86223.411688969
30,86315.58376812973
31,86316.53085799425
32,86494.19409671814
33,85995.5294749825
34,86113.12162456448
35,86207.56643694897
36,86386.87176437517
37,86337.21347054365
38,86127.87212695349
39,86431.4431619964
40,86639.13827619943
41,85950.7557724604
42,86371.93526881063
43,86033.83074902277
44,86297.42371538226
45,86234.53335584066
46,86307.87521719643
47,86418.00126316065
48,86433.94748376627
49,86256.05628384367
50,86119.42608483878
51,86357.8589857817
52,86351.69482775709
53,86232.49018485876
54,86222.95939844026
55,86105.20611200506
56,86114.40355295675
57,86453.68320569108
58,86191.02674605275
59,86412.12936211194
60,86401.32227050774
61,86298.73931277369
62,86052.79085889782
63,86171.04757227804
64,86322.50272226286
65,86204.02492819163
66,86397.77736416817
67,86328.74106625217
68,85781.99158063922
69,86427.72456105499
70,86447.45897701771
71,85867.44414598937
72,86064.44578200187
73,86272.85062629807
74,86174.35567908283
75,86133.43410658788
76,86239.17162467644
77,86441.76300437843
78,86212.99637528016
79,85938.7567546867
80,86290.10492241729
81,86234.82338589124
82,86158.1195708322
83,86257.6579539089
84,86511.67812161567
85,86205.30064671443
86,86528.05475520264
87,86326.70489789922
88,86294.72653219188
89,86267.7445300493
90,86550.69222658643
91,86180.01835900052
92,86198.10491640522
93,86122.22339116616
94,86080.90748305028
95,86278.41461452743
96,86214.34472943445
97,86210.94665912994
98,86038.96063877727
99,86283.73306271879
100,86339.74110702828
101,86243.37864956286
102,86324.6229680005
103,86269.68152693249
104,86201.88654109946
105,86254.19452966322
106,86200.81474699662
107,86472.67078215122
108,86353.15213042662
109,86360.40290448898
110,86388.96292070257
111,86443.62699601869
112,86121.07576271468
113,86237.39974657274
114,86331.71705790507
115,86119.58898459238
116,86330.01615786913
117,86260.98895390712
118,86355.45640759345
119,86367.66965220132
120,86276.59676556019
121,86382.90063311894
122,86326.26848813143
123,86150.81703352483
124,86117.21025342066
125,86172.3794628073
126,86138.76927807525
127,86238.8766497209
128,86185.01332871447
129,86333.54228398282
130,86277.30141401022
131,86165.76415426726
132,86231.91359973315
133,86335.8488360593
134,86336.52181546265
135,86088.09458759734
136,86280.41538367159
137,86369.37844516084
138,86129.45743842112
139,86351.11291956337
140,86295.80893080164
141,86329.556026402
142,86160.18781737341
143,86088.43845403011
144,86245.62373456486
145,86372.07900480789
146,86035.27862384733
147,85972.08003266194
148,86235.33183575672
149,86237.53812331973
150,86154.68184231727
151,86242.3015968468
152,86413.46238875506
153,86241.26449691363
154,86299.60373238802
155,86148.74700252632
156,86451.67110202805
157,86309.30432046714
158,86436.32823286726
159,86326.27053372131
160,86271.39984356627
161,86157.35189691852
162,86629.63401376785
163,86175.25123611806
164,86189.55955736173
165,86470.31800643107
166,86208.96450154416
167,86294.32294966588
168,86264.17028141589
169,85821.8447166758
170,86225.00710903523
171,86339.13232655407
172,86275.28061628503
173,86059.98133997209
174,86329.71862483695
175,86196.7693388334
176,86207.62783757717
177,86370.24437333163
178,86343.10382755482
179,86446.13196204718
180,86258.70411999422
181,86641.12751230341
182,86205.15526758443
183,86274.86424147345
184,86400.26638610444
185,86345.35394503524
186,86262.35835184863
187,85990.08787187535
188,86325.7063392627
189,86119.8143634042
190,86020.57433019973
191,86337.49123350819
192,86164.53444292644
193,86208.28087876715
194,86256.10187252148
195,86344.25787350207
196,86281.8546564735
197,86148.04269341633
198,86268.1426811391
199,86276.80589732612
200,86315.4373554981
201,86236.11619073442
202,86157.90663263194
203,86174.22083584113
204,86426.6683610363
205,86115.10831841138
206,86297.85251849555
207,86150.03678827405
208,86163.51061964386
209,86198.62534452978
210,86507.02096463626
211,86202.65236490194
212,86265.51272614804
213,86172.32481578793
214,86316.1727443996
215,86181.41259675391
216,86427.39975704356
217,86197.19453910764
218,86605.19085005304
219,86190.85866015285
220,86317.66725142534
221,86088.66629685709
222,86206.83395446639
223,86246.87141990871
224,86260.90824732106
225,86134.95315338447
226,86223.70529803599
227,86116.00534967595
228,86227.8938464729
229,86219.61491377953
230,86262.9014748305
231,86352.55239460444
232,86315.97256103087
233,86337.9743248951
234,85974.9006356697
235,86248.31472051241
236,86309.54624233293
237,86158.17881438535
238,86320.67645388265
239,86234.88647574214
240,86287.56571951814
241,86271.56859232819
242,86170.40727640831
243,86336.78954377872
244,86251.43190635976
245,86288.22544934516
246,86315.28484001597
247,86316.43561032537
248,86286.74443937214
249,86314.9034068752
250,86153.03572969793
251,86234.34030919577
252,86275.83791270212
253,86163.1133795435
254,86306.54916028747
255,86243.44849486504
256,86262.99476878173
257,86072.00500479781
258,86405.11863270224
259,86115.31522054327
260,86224.5999423725
261,86387.11874620606
262,86236.08640288786
263,86221.64293050452
264,86325.22846533215
265,86194.09122890266
266,86230.98354591322
267,86172.30048906695
268,86226.99510856031
269,86300.34070940447
270,86429.36258948722
271,86435.01108783313
272,86317.28977810798
273,86362.11998612294
274,86268.52549274344
275,86248.38399060676
276,86204.23551787769
277,86264.7185305925
278,86269.28457887788
279,86258.88686607908
280,86278.49943715757
281,86232.6096705391
282,86303.27477105854
283,86284.19314341716
284,86261.89489866026
285,86183.17621406513
286,86212.28507516817
287,86234.13753336591
288,86267.41976871397
289,86372.10347241338
290,86231.42886041924
291,86179.61410747394
292,86261.5495328971
293,86176.75187186485
294,86248.9479302071
295,86247.93712296717
296,86251.83293628188
297,86308.69134492063
